image_no,r_knee_angle,l_knee_angle,l_foot_angle,r_foot_angle,r_ankle_angle,l_ankle_angle,l_hip_angle,r_hip_angle,r_shoulder_angle,l_shoulder_angle,label
60,191.377924810741,202.109788546436,262.800430631115,285.726166597049,127.741910649123,120.917202623366,80.1108446575832,237.333359350884,155.087491208343,239.350615110306,1
61,191.377818439951,202.791489757286,262.807935193482,286.650698475047,128.662716672571,120.923454944727,76.4068995410736,237.325394893448,155.083744573718,239.346001965706,1
62,203.45092510048,191.328516774789,256.231666403858,279.699629800088,128.121355162589,129.491276987876,84.1283522813937,229.375903386334,130.130487720479,220.168561027119,1
63,203.451680452067,191.330173873082,256.229881727032,279.75976952325,128.174139989478,129.490077984036,84.1346113702831,229.389208399131,130.11047498864,220.165538238928,1
64,214.261471842767,191.432313279633,257.435781322297,258.727757001599,95.2062867465046,131.306519426441,87.8999380394488,239.707379650795,126.592381745352,216.815443115768,1
65,214.264047659038,191.435426641372,257.448341127719,258.742656682485,95.2183222660078,131.307093912531,87.8979466396828,239.709705401047,126.597778381792,216.821187860285,1
66,222.282705878648,193.668433340825,252.722346674754,317.838766796575,138.382524327284,125.24403757651,85.1238573611138,246.11531672502,129.09752216098,215.118575834458,1
67,222.281575108301,193.666721102624,252.722009181345,317.842645075697,138.38275184116,125.246022493815,85.1245410507563,246.114804448571,129.103080184104,215.128581740392,1
68,222.282127052168,193.666614245019,252.717091490014,317.854971085884,138.381887917692,125.244720737596,85.1239458369185,246.11309466518,129.096027468784,215.117168395787,1
69,222.288455032084,193.666559664999,252.717185836754,317.846839134559,138.377247640557,125.243648591101,85.1236769127973,246.113186178959,129.107543680575,215.127287096425,1
70,209.387694134094,191.326374389794,270.064043704791,288.771474275931,124.466262461479,134.322976769158,71.5295673231445,265.80723698579,110.222946090359,229.870669802221,1
71,227.973326864559,226.662729890182,274.604966581299,264.192961155332,86.8093837758957,113.095952457847,236.966776162429,76.3628324100915,122.233633243692,271.882872444204,1
72,227.973465921577,226.659146381859,271.41377045326,264.195958593391,86.8126395888937,115.6133441609,236.972520285903,76.3591731363075,122.254133089427,269.223213910635,1
73,227.469936906615,201.0739260828,253.931735969279,264.011595416049,87.8920916829628,108.801441193847,241.395726795943,75.6316728138412,114.819280876884,272.48141582656,1
74,227.480627397225,200.837507983403,261.724641228405,264.003973245334,87.8982746789804,113.687077240548,241.388474015769,75.6251912744672,114.856353849694,272.507181636823,1
75,221.018961823061,185.096792533001,256.062133890021,254.430242905394,88.6054126487002,105.910719723316,258.168050883626,91.0432679371655,123.419428314167,22.7381508522621,1
76,221.125962634003,183.289077695022,256.063101921772,254.429253229974,87.9921708045883,105.913766715173,257.384331535096,91.5327789368434,114.668258512794,22.7988806385421,1
77,222.027518760289,176.586020642173,247.37941901428,254.568623973101,89.2678335585127,114.49734882964,261.725153700062,88.8719405817484,115.189355217118,259.508290632633,1
78,222.018105127968,177.362142334219,247.33717390928,255.862107434875,90.557847391031,114.465499732118,243.85592272125,88.9152626779317,115.204959453191,24.5640176846918,1
79,222.054317483739,177.227646921441,269.709127825723,254.55075571072,88.6891035872505,119.309768080252,261.745879234128,89.443638941085,116.92845509221,49.2781227791953,1
80,222.016293353807,177.227671463104,269.686234945902,254.552455547813,89.2429394054867,119.289368236297,261.750696623682,88.9266177188605,116.929972930454,49.2646065821164,1
81,223.230908596248,186.03720445819,229.342501719091,264.02708899378,87.9681906083431,87.1984306348682,262.570530550837,88.9736592725913,108.490443643441,315.065026434106,1
82,223.223140232815,186.037159009281,229.359699552087,264.013459596656,87.9532734790415,87.2163179304113,262.576313850427,88.9871079736239,108.493668606266,315.062228203109,1
83,219.709503398861,191.586473114016,235.959523455863,253.32331606118,88.2075212504481,104.436636304421,262.440174998485,86.6045059845752,118.313815961904,294.655218917706,1
84,219.709634521596,191.581737646546,235.958008499001,253.310496739005,88.1905697748949,104.421454779712,262.439396345927,86.6094152652051,118.292704495147,294.634935859216,1
85,216.046054449741,210.376168910613,270.035969246349,263.508769254993,90.3448411137999,107.791362922873,274.958345901069,92.2286828824671,105.93658944723,273.341932322588,1
86,216.043496162776,210.380947126234,270.037646159024,263.522666318099,90.3555551205797,107.803772404495,274.955977263472,92.2397628654119,105.949424109575,273.372066994253,1
87,215.675315828286,216.719889966596,261.343417035743,258.172325648759,94.525173650743,104.350225098229,281.348775311533,88.9370408398909,101.345058726491,286.176226264288,1
88,215.678538249719,216.714638689209,261.27639315079,258.143158325143,94.5181334283205,104.339692629703,281.350422728192,88.94352757963,101.343488650496,286.173150244846,1
89,198.505754969728,233.631272244244,234.612094248958,261.745523687216,128.862917197773,104.906198220555,255.838160043441,92.9345172928473,97.2364938488861,268.791770680546,1
90,198.495615718803,233.619811308716,234.610479706433,261.760839781703,128.873288081118,104.906575908545,255.788145288906,93.874651412861,97.2432248507358,268.77109043352,1
91,209.546674042124,223.285609939528,231.845071384522,255.299879400959,124.48329858038,103.73152327286,246.349377228117,100.869474603588,98.3602298842424,270.032331621541,1
92,209.558289174718,223.287296612395,229.856474451714,255.288043788671,124.455279951349,101.732641604129,246.348980582991,100.868393796379,98.3634981843471,270.030949307726,1
93,235.772410036228,213.945946202485,219.053417638765,236.814429280117,105.720459832036,104.84123019625,247.963737771639,101.885417240918,104.979775255626,278.124051626675,1
94,235.761251255271,213.945591507031,225.506925476363,236.830428092338,105.740628362548,104.735290602449,247.966269219821,101.880781074134,104.981920666623,278.124797152923,1
95,256.343908094243,199.454146445913,273.267009305817,234.725381332236,102.142725462024,136.4513890772,252.023680340977,101.707248140311,107.407727978461,287.919218872494,1
96,256.349082251927,199.454282352251,276.470977682958,234.785573905136,102.150701033177,139.641694775837,252.023314260387,101.699949257624,107.391933912299,287.904593212643,1
97,256.373280789904,199.465653892462,276.399849869164,234.762945825348,102.108682409722,139.580748969163,252.009523726083,101.685940957917,107.358143601567,287.874582065554,1
98,256.36939046153,199.463758511769,275.872273192741,234.750653994155,102.118593820685,139.053382088008,252.01005591442,101.689808778527,107.356445192798,287.871743610653,1
99,264.174042222191,209.309297032681,289.605898051252,285.907755064629,124.701681312272,127.029172699562,246.493896253744,99.7759990205384,109.879353569611,286.169482696273,1
100,264.165649417117,209.297596137657,289.602738961666,285.928428233191,124.720062250329,127.034155854585,246.49011074933,99.775597560371,109.884946146736,286.164190697774,1
101,253.223502421455,211.072085584456,289.404840652597,242.701630458136,140.906781910147,142.551231815503,246.430377472012,91.9337731427813,114.919380232739,282.496524727825,1
102,251.73893324537,211.066013195055,289.41936566949,237.95513873525,142.438244103684,142.573152035711,246.42931011731,91.927393395183,114.895836871223,282.47790040435,1
103,228.474570519925,221.093417402341,282.836041128618,286.516673455606,155.221425033414,142.628756048326,243.383709717647,88.4604241887824,115.255838237456,283.138656034841,1
104,228.268314372463,221.090923411807,279.070496015139,290.917561746576,160.085258914745,138.857571189798,243.37787045376,88.4559438840982,115.261106665573,283.151720315,1
105,211.477356830746,236.492418860314,277.890150443089,247.090242442092,115.929577948486,125.646929884543,239.450396804718,68.6793051752814,115.372847843412,278.88733021618,1
106,211.488825662071,236.489968252131,277.843259921646,246.994639731256,115.868194382212,125.60351993588,239.454362805191,68.6843994530894,115.373848878847,278.885085912484,1
107,186.350898965802,235.964763557399,296.291713316484,314.848247638433,150.982246555353,143.305293621408,241.677546926769,74.2114274945376,115.003290837962,269.404882503127,1
108,186.35124830684,235.968439459734,296.226782645742,314.801139997498,150.96620196463,143.250324644533,241.667427850804,74.2080729766519,115.007097708687,269.40076919893,1
109,185.383192829832,241.42204785792,257.823302157512,273.054150149448,131.102020483563,127.450426828331,246.575366591274,84.5757282053572,116.992930985099,266.210817381507,1
110,186.536981407094,241.417997718493,257.825582389009,287.793775190052,128.052214447986,127.464853355374,246.582703373367,84.5891835313846,118.745402508325,266.197176885601,1
111,197.313263089756,247.275035760747,259.197365937255,254.465274230654,108.97738230406,124.058853697125,259.561087104594,77.4441450388198,121.477812503356,263.818886551692,1
112,197.316776521089,247.274018654583,259.202519992865,254.363072022366,108.873342519661,124.066337124424,259.561499909767,77.4399436024557,123.181994884802,263.817272048254,1
113,202.989855354796,240.561748152735,256.736606376508,254.656112802102,105.26282865318,117.425389164288,247.804214695031,68.6467776541292,125.040137002199,268.138419074378,1
114,202.98621635945,239.397746413782,257.520614321513,254.647907503741,105.261188001298,121.606034616363,247.8003044422,68.6453685234739,125.041680213371,268.150104613604,1
115,204.715632955212,239.198633277947,261.670257713852,259.58805377741,104.873490521317,122.910469815155,241.858246289613,61.4397691664972,129.125064749128,267.799483701508,1
116,204.713975928183,239.203210752732,264.947396647007,259.572394630143,104.876687129371,126.196491170124,241.859819593382,61.4442515990997,129.12307145266,267.787924881407,1
117,204.714338529322,239.202995783104,264.942534602935,259.569721740785,104.881404184196,126.214525506956,241.859103983779,61.4450604626446,129.123897275209,267.787355425836,1
118,200.259729023182,209.921884590265,258.496224300052,280.638449901814,138.619588816996,104.167687910492,273.475431287858,88.0887411564416,123.387281177819,294.950500757411,1
119,194.480869166934,216.629450752672,267.103687845728,268.678755234449,128.912174085548,115.470506714002,269.703195103037,91.6120376367647,119.957346444721,297.574290121582,1
120,194.478558358059,216.616658642683,267.119388389517,279.543938542164,128.911526708553,115.485173054992,269.705210119478,91.6088459571298,119.970727046486,297.593540964458,1
121,191.316425908082,222.794004845846,260.041719875315,248.989441589609,128.716455687689,120.501679165311,258.310989099461,94.8685205491913,107.461669224471,282.971657564506,1
122,191.323287600398,223.119444018418,260.035370573806,248.991025772209,128.726571837894,120.504154739067,250.28028176085,94.861163000116,107.46113933438,280.655250375714,1
123,200.820141867082,211.971315472636,261.202303555636,284.816499243453,119.200134034891,107.948780812167,265.294277517468,100.353621759881,103.797801426673,286.535730878199,1
124,200.812726819329,211.972961017003,261.226648090748,284.800588081905,119.163909082785,107.943113502983,265.275790576029,100.352355955735,103.799448006212,286.525378476561,1
125,238.166326196402,198.229096428206,249.775631964904,226.517756342337,118.904234047507,109.889001839832,256.345530575345,100.072244033562,124.906930816094,288.754478154809,1
126,240.088212494709,198.227450125203,255.554919238323,246.30451876296,119.609918308138,109.877334626825,256.345784015349,100.070980177039,124.90278547452,288.745030756877,1
127,248.475583316011,204.462082482838,255.003525035485,241.288217914495,127.354131669661,123.899955511995,260.778831455675,105.977321779134,158.347447328379,293.619480482238,1
128,248.468696171136,204.62631497899,269.800654037892,241.290666649825,127.355942040113,128.002604000105,260.795086196458,105.991683595284,158.274216122353,293.592926836628,1
129,252.035946701358,210.39761649045,255.529605387905,243.303747244671,124.81286013111,107.9117886018,252.767323060011,91.9019457395199,125.487427308559,286.557649200598,1
130,250.419407659684,210.395002616822,255.565282476726,234.519044799945,128.475872423964,107.932652348859,252.769023942604,91.9030830578599,125.477277646652,286.518929409933,1
131,233.137626396225,225.032653106693,250.222998458142,283.946038193561,149.207879214118,106.922705394959,244.382820591376,80.9081557525055,127.422508794645,255.416758777393,1
132,233.147404196434,225.036163837769,250.84526739556,287.798948900766,153.150382545133,107.568108180381,244.392128249084,80.9149394408777,125.676554905325,255.463296572503,1
133,234.897538907905,225.030222659049,248.680637067977,283.4907870698,149.0005944831,105.414014761936,244.362727646592,79.1279920121397,125.644292236795,255.470722949076,1
134,234.87646172389,225.035925966983,248.620818950076,300.976810160801,148.874851157047,105.379971605354,244.365732083648,79.1331577282335,125.663949050715,255.491554108573,1
135,207.52654985348,225.319143113472,275.792735657858,296.695772173154,128.916393091481,131.132456126386,245.051930942944,72.3156552233421,127.877859453084,273.04512037198,1
136,207.531340521595,224.687684130734,275.806750146829,293.122276046416,125.346779194715,131.17754734835,254.302379458608,72.3101274056307,127.930190891504,273.076302776659,1
137,189.326532631514,224.202550576559,266.609712093326,306.256634018732,150.841099742428,109.911553625779,248.055375703231,68.0448791222567,135.279272835723,265.495932635033,1
138,189.33329606392,224.200482369441,263.927508516107,306.191140288311,150.794885665157,107.234319761943,248.054644968016,68.045630758107,135.277186050861,265.498984179841,1
139,192.957135597177,222.890564718693,230.771645424209,288.351577392473,124.898169958959,99.4480423750237,249.899722102511,67.1423092444763,131.165271087901,265.410640203214,1
140,192.951014662452,222.902560727231,230.794737970219,288.307136203991,124.841438713306,99.4594136101505,249.880523693183,67.1413133905493,131.136516763178,263.292543789402,1
141,185.083512735506,221.331942108354,233.615689670676,266.164895488232,118.381200257041,102.490303265219,259.257627888273,77.6416243549522,120.707089333511,259.572895303181,1
142,185.094591153983,220.855635101446,233.601023429361,259.301310692077,111.533256445964,102.506860488202,259.62950713749,83.6974217475754,119.689774945307,259.576418572014,1
143,188.03892184,218.542470670125,248.00753119599,222.836997576893,97.5885465743251,102.746232394562,260.71861015662,79.700766770084,123.363839486667,270.428523454519,1
144,188.043765296344,218.528770813761,248.070138504883,222.771755197228,97.5443444858961,102.747655515271,260.739072546753,79.7121378838475,123.351697074636,270.40416904496,1
145,192.846053972318,219.26808192824,252.519472130745,230.919470029249,98.1923176882623,108.425759058692,266.74257240316,68.9620580138203,125.237591701472,263.516695091815,1
146,192.835256520579,219.269255840863,252.53784594051,230.950109011166,98.210297629412,108.428275546165,266.75863876223,68.9739260090202,125.237405737978,263.513718595654,1
147,197.232401839665,220.034827120245,234.997697803166,263.881436879444,106.460316285619,97.5358635039707,258.769069780344,68.1669524246946,133.231206417062,280.491193194431,1
148,197.224611180133,219.508678626003,249.630698505143,263.866388388141,106.421576766591,95.7352411827873,267.864760812161,68.1897910246669,133.229859879298,283.527239944537,1
149,209.735578187083,209.123769510217,254.08707970321,233.249748201608,107.933934155569,92.0490445369766,268.440864186249,68.2554897376297,126.395974510293,276.738278243277,1
150,209.006098882081,209.134614637611,254.102209332566,230.23262539013,104.943892564161,92.0439314355218,268.444649862933,68.9563251588382,126.404173937743,276.73460764576,1
151,212.188741091858,202.025619495876,229.765227423926,240.217942254768,114.962592681032,106.520220386432,272.021872215626,70.3287832994218,124.671942346846,286.350139366881,1
152,212.18770932143,202.026025707645,229.766199111088,240.22035719462,114.974692560429,106.518996577288,272.024084446791,70.3279138601865,124.672135040163,286.349282287874,1
153,212.191678224496,202.038078610068,229.771004569516,240.218533593229,114.97982713698,106.516913468461,272.018747619349,70.3248329055535,124.671767081321,286.348907038537,1
154,184.721646402155,221.586641186096,326.097821737803,352.138833246124,168.972177937229,114.832878986637,278.25240663138,87.8533604924742,124.647361282906,251.360491803627,1
155,184.702048510062,221.732125477114,323.243516481098,352.203263460974,168.99032573847,119.616973210146,278.241021503551,87.8560355718635,124.647381141881,251.362201152389,1
156,175.878089386517,257.572662134493,123.085210255716,0.000684566595265,179.256398764237,87.6898116411075,272.03138143381,94.4001136025675,115.16643148663,267.734325976289,1
157,175.87761389444,257.570873413528,123.080119616338,0.018726666114851,179.268498372847,87.6898685393804,272.030222832818,94.4004240188476,115.165250908001,267.726191741876,1
158,175.870393485763,257.548643065163,123.087773507165,0.022014662474336,179.270259745358,87.717204930678,272.036299773981,94.4052649408813,115.164341404807,267.735010453793,1
159,175.872435633837,257.544309091933,123.131318013201,359.999762557307,179.251679860908,87.742425878578,272.027946034874,94.3946213998693,115.170549327952,267.752288723803,1
160,167.515158187755,228.30527571685,197.677105315684,35.1624472048911,169.904574272851,120.790154404491,271.811987695963,104.775095340682,110.666717801712,274.376778289559,1
161,167.514241001042,232.318843779507,197.691974641071,35.1812193196277,169.90038233699,118.658625821337,269.933046890757,104.770894738735,110.666737808266,274.371811146255,1
162,169.038217261298,217.942488787917,243.207113953727,308.258955867122,167.396459441611,131.294868476351,267.779651605336,98.9589180704001,97.0244942780011,279.424218866768,1
163,169.702856552334,218.007808964696,243.203146240981,308.246063325701,167.229549750153,131.292914461885,260.885276196962,98.4879005120351,97.0268642891704,279.426046910443,1
164,182.712694087747,212.796240922919,271.800821190155,244.193444750934,129.940993210869,134.001008330326,266.9860144212,120.375295859154,106.648655222989,259.974175558013,1
165,182.71627781456,212.79260403249,267.479084777015,244.218789205021,129.938554253305,133.971808049564,266.987140285503,120.374796331334,106.652969494576,259.970611264984,1
166,220.154532421719,203.74993826309,269.509365840778,191.959053251984,98.2844152639288,131.912121681104,256.384855854101,116.521143876235,109.175103130024,251.506070973923,1
167,220.175329322998,203.752811077096,269.499278219371,191.974149404603,98.2853732661829,131.888775690345,256.378795769223,116.515566650408,109.168043719074,251.453835453858,1
168,263.383462240938,194.599934652935,247.364549211688,215.229202042562,97.4239340551428,93.7322270551056,255.363809262626,123.025429278893,106.769670770969,244.425089704986,1
169,263.38465220335,196.23355524146,254.816530363124,215.220708257106,97.4045052113626,91.8632728335204,255.363824450712,123.026694089365,106.761340883273,244.412864688009,1
170,274.56365222726,194.13601624739,252.168811936831,235.188121566956,102.003167160308,123.558390061551,255.724435711487,114.704797019887,117.786020522757,238.012926932498,1
171,274.555645754008,194.138595079304,252.148967359553,235.279625661343,102.016010736493,123.540366139517,249.581966662641,121.330130606004,117.778622114882,233.885419279573,1
172,251.906049714997,206.543281800948,241.734461488294,233.235637218307,120.359414218318,124.166034394538,256.939059978152,122.783922319317,136.987029157145,231.041879667591,1
173,254.152573198338,206.541118400681,241.740569494018,233.232135418893,120.891091519957,124.177730198218,256.938837208241,119.994315037682,136.988135631359,231.04461369984,1
174,221.983958714852,208.530825781246,258.617190024587,241.743490983531,93.8789873345909,122.740817389139,260.697263405723,112.865592732625,121.448052675208,251.125436753939,1
175,222.464750788474,208.536560993352,258.589513204727,241.747671823384,93.8818346615273,122.706636037589,260.685935860224,105.851341627693,121.449954625399,251.131395306851,1
176,196.99638582301,208.743904159696,240.687402810955,238.347083747863,92.0097391516375,107.735466420945,264.012751986528,91.4123275480335,114.468430499222,248.767157048465,1
177,196.996579501876,208.741435376069,240.686269927098,238.348502377519,92.0104063925856,107.739113591466,264.014293316175,91.412154094731,114.46832855512,248.768391373299,1
178,196.997283274026,208.741634292268,240.686993018256,238.346881962083,92.00576723531,107.740453440854,264.013160384577,91.4111546679709,114.466920993544,248.76767643178,1
179,197.181996539783,208.74122701379,240.709930675926,243.208576594827,92.0192851607308,107.762751981436,264.006698012657,97.8819940851654,114.461554481521,248.769618930953,1
180,177.619175275632,206.041363233106,252.490375763733,77.9093206164277,211.72759030933,112.087983684045,274.66439602063,80.7789767034438,110.69464075309,256.436346442569,1
181,177.634853151127,206.054490974669,252.460833973333,77.6190536939154,211.412744404558,112.096846715064,274.663035907486,80.769148208307,110.695544571584,256.429085075142,1
182,191.280357535642,206.75858261842,244.118330570637,269.973125760144,111.265667305722,102.29074708704,284.090054193438,52.7931014509666,105.629033349779,255.840357336128,1
183,191.29433332786,206.740984307061,244.131432620578,270.015780049447,111.263078181734,102.290904058287,284.097219307606,52.7813046833993,105.627058667864,255.835196271078,1
